51,50,50,1, 0, 0
51,51,50,1, 0, 0
50,51,49,1, 0, 0
51,52,50,1, 0, 0
52,53,50,1, 0, 0
53,54,51,1, 0, 0
53,53,50,1, 0, 0
53,53,49,1, 0, 0
53,52,49,1, 0, 0
52,52,48,1, 0, 0
52,51,47,1, 0, 0
52,51,48,1, 0, 0
52,50,47,1, 0, 0
53,50,47,1, 0, 0
53,50,48,1, 0, 0
52,49,47,1, 0, 0
51,48,47,1, 0, 0
52,48,47,1, 0, 0
52,48,46,1, 0, 0
52,47,46,1, 0, 0
52,46,46,1, 0, 0
52,45,45,1, 0, 0
53,46,45,1, 0, 0
53,45,44,1, 0, 0
53,44,43,1, 0, 0
54,44,44,1, 0, 0
54,43,43,1, 0, 0
55,44,43,1, 0, 0
55,43,42,1, 0, 0
55,43,43,1, 0, 0
56,43,43,1, 0, 0
55,42,43,1, 0, 0
54,41,43,1, 0, 0
53,40,43,1, 0, 0
52,40,43,1, 0, 0
51,40,43,1, 0, 0
51,39,42,1, 0, 0
52,39,43,1, 0, 0
53,39,44,1, 0, 0
53,40,44,1, 0, 0
52,39,43,1, 0, 0
52,40,43,1, 0, 0
52,41,43,1, 0, 0
52,41,42,1, 0, 0
53,42,43,1, 0, 0
53,43,43,1, 0, 0
52,42,42,1, 0, 0
52,42,41,1, 0, 0
51,41,41,1, 0, 0
50,41,41,1, 0, 0
51,41,42,1, 0, 0
52,42,43,1, 0, 0
53,43,44,1, 0, 0
53,42,44,1, 0, 0
52,42,43,1, 0, 0
51,41,43,1, 0, 0
51,42,43,1, 0, 0
52,43,43,1, 0, 0
53,43,43,1, 0, 0
52,43,42,1, 0, 0
52,42,42,1, 0, 0
53,42,43,1, 0, 0
52,41,43,1, 0, 0
53,41,44,1, 0, 0
54,42,44,1, 0, 0
53,42,44,1, 0, 0
53,42,43,1, 0, 0
54,43,44,1, 0, 0
55,43,44,1, 0, 0
55,42,44,1, 0, 0
55,43,45,1, 0, 0
54,42,44,1, 0, 0
55,42,44,1, 0, 0
54,41,43,1, 0, 0
54,40,42,1, 0, 0
53,39,42,1, 0, 0
52,39,42,1, 0, 0
51,38,42,1, 0, 0
52,38,42,1, 0, 0
52,37,42,1, 0, 0
52,36,42,1, 0, 0
52,35,41,1, 0, 0
52,35,40,1, 0, 0
52,34,40,1, 0, 0
51,33,40,1, 0, 0
51,33,41,1, 0, 0
51,32,41,1, 0, 0
50,32,41,1, 0, 0
50,32,40,1, 0, 0
51,32,40,1, 0, 0
51,31,39,1, 0, 0
51,32,39,1, 0, 0
52,32,40,1, 0, 0
52,32,39,1, 0, 0
53,33,40,1, 0, 0
52,32,40,1, 0, 0
53,32,41,1, 0, 0
53,32,42,1, 0, 0
54,32,43,1, 0, 0
54,33,44,1, 0, 0
54,33,43,1, 0, 0
55,33,44,1, 0, 0
56,33,44,1, 0, 0
55,33,43,1, 0, 0
55,32,43,1, 0, 0
55,31,43,1, 0, 0
56,31,43,1, 0, 0
56,30,42,1, 0, 0
57,31,42,1, 0, 0
57,30,42,1, 0, 0
58,30,43,1, 0, 0
57,29,42,1, 0, 0
57,30,43,1, 0, 0
56,29,43,1, 0, 0
56,29,42,1, 0, 0
55,29,41,1, 0, 0
54,29,41,1, 0, 0
53,29,41,1, 0, 0
54,30,41,1, 0, 0
53,30,40,1, 0, 0
52,30,40,1, 0, 0
52,31,41,1, 0, 0
52,30,41,1, 0, 0
53,31,42,1, 0, 0
54,32,43,1, 0, 0
53,32,42,1, 0, 0
54,33,43,1, 0, 0
54,32,43,1, 0, 0
53,32,43,1, 0, 0
53,32,44,1, 0, 0
53,31,44,1, 0, 0
53,30,43,1, 0, 0
52,29,42,1, 0, 0
51,28,41,1, 0, 0
51,27,40,1, 0, 0
52,28,40,1, 0, 0
52,28,41,1, 0, 0
53,28,41,1, 0, 0
53,27,40,1, 0, 0
52,26,39,1, 0, 0
51,26,38,1, 0, 0
50,26,38,1, 0, 0
51,26,39,1, 0, 0
50,25,38,1, 0, 0
50,25,37,1, 0, 0
49,25,36,1, 0, 0
49,24,35,1, 0, 0
48,23,34,1, 0, 0
47,22,33,1, 0, 0
47,23,33,1, 0, 0
46,23,32,1, 0, 0
46,22,32,1, 0, 0
46,21,31,1, 0, 0
45,21,31,1, 0, 0
46,22,31,1, 0, 0
45,22,31,1, 0, 0
46,23,32,1, 0, 0
46,22,31,1, 0, 0
46,23,31,1, 0, 0
47,23,31,1, 0, 0
47,23,30,1, 0, 0
47,24,30,1, 0, 0
46,24,30,1, 0, 0
47,24,31,1, 0, 0
47,25,31,1, 0, 0
47,25,30,1, 0, 0
48,25,30,1, 0, 0
49,25,31,1, 0, 0
49,25,32,1, 0, 0
49,26,32,1, 0, 0
50,27,32,1, 0, 0
50,26,32,1, 0, 0
51,26,33,1, 0, 0
51,27,34,1, 0, 0
51,27,35,1, 0, 0
51,28,35,1, 0, 0
52,28,35,1, 0, 0
51,28,34,1, 0, 0
51,28,33,1, 0, 0
52,28,33,1, 0, 0
52,28,34,1, 0, 0
53,29,35,1, 0, 0
54,29,35,1, 0, 0
55,30,35,1, 0, 0
54,30,34,1, 0, 0
54,31,35,1, 0, 0
55,31,35,1, 0, 0
54,31,34,1, 0, 0
54,30,33,1, 0, 0
54,30,34,1, 0, 0
55,31,35,1, 0, 0
56,32,35,1, 0, 0
56,31,34,1, 0, 0
57,32,35,1, 0, 0
58,32,35,1, 0, 0
57,31,34,1, 0, 0
58,31,35,1, 0, 0
59,32,35,1, 0, 0
60,32,35,1, 0, 0
61,32,35,1, 0, 0
61,31,35,1, 0, 0
61,30,34,1, 0, 0
62,30,34,1, 0, 0
63,30,35,1, 0, 0
63,31,36,1, 0, 0
63,31,35,1, 0, 0
64,32,35,1, 0, 0
64,33,35,1, 0, 0
64,33,34,1, 0, 0
64,32,34,1, 0, 0
64,32,35,1, 0, 0
65,33,35,1, 0, 0
65,33,34,1, 0, 0
65,34,34,1, 0, 0
65,34,35,1, 0, 0
66,35,36,1, 0, 0
67,35,37,1, 0, 0
68,35,37,1, 0, 0
68,36,37,1, 0, 0
68,36,38,1, 0, 0
68,37,38,1, 0, 0
69,38,39,1, 0, 0
69,39,39,1, 0, 0
70,39,39,1, 0, 0
71,39,39,1, 0, 0
71,39,40,1, 0, 0
70,39,39,1, 0, 0
71,39,39,1, 0, 0
70,38,39,1, 0, 0
69,38,38,1, 0, 0
69,39,38,1, 0, 0
70,40,39,1, 0, 0
71,41,40,1, 0, 0
71,42,41,1, 0, 0
71,42,42,1, 0, 0
70,42,42,1, 0, 0
70,42,41,1, 0, 0
70,43,42,1, 0, 0
70,44,43,1, 0, 0
70,43,43,1, 0, 0
70,42,43,1, 0, 0
70,42,42,1, 0, 0
69,42,42,1, 0, 0
70,42,43,1, 0, 0
69,41,43,1, 0, 0
69,41,42,1, 0, 0
68,40,41,1, 0, 0
69,40,41,1, 0, 0
68,39,40,1, 0, 0
67,38,39,1, 0, 0
66,37,38,1, 0, 0
65,36,37,1, 0, 0
66,36,38,1, 0, 0
66,36,39,1, 0, 0
67,37,39,1, 0, 0
67,36,39,1, 0, 0
67,36,38,1, 0, 0
66,35,37,1, 0, 0
66,35,36,1, 0, 0
67,35,37,1, 0, 0
66,34,36,1, 0, 0
66,35,36,1, 0, 0
66,36,36,1, 0, 0
65,35,36,1, 0, 0
65,35,35,1, 0, 0
66,36,36,1, 0, 0
67,37,37,1, 0, 0
67,37,36,1, 0, 0
66,36,36,1, 0, 0
66,36,37,1, 0, 0
65,35,37,1, 0, 0
65,34,36,1, 0, 0
66,34,36,1, 0, 0
67,35,36,1, 0, 0
67,36,36,1, 0, 0
67,37,36,1, 0, 0
66,36,36,1, 0, 0
65,36,36,1, 0, 0
66,37,36,1, 0, 0
67,38,37,1, 0, 0
68,38,37,1, 0, 0
68,39,38,1, 0, 0
67,38,37,1, 0, 0
68,39,37,1, 0, 0
68,38,37,1, 0, 0
67,38,37,1, 0, 0
68,39,37,1, 0, 0
68,40,37,1, 0, 0
69,40,38,1, 0, 0
69,39,38,1, 0, 0
69,38,37,1, 0, 0
69,39,37,1, 0, 0
69,39,36,1, 0, 0
70,40,37,1, 0, 0
70,39,36,1, 0, 0
71,40,37,1, 0, 0
70,40,37,1, 0, 0
69,40,36,1, 0, 0
69,39,36,1, 0, 0
68,39,35,1, 0, 0
67,38,34,1, 0, 0
67,37,33,1, 0, 0
67,36,32,1, 0, 0
68,37,32,1, 0, 0
67,37,31,1, 0, 0
68,37,31,1, 0, 0
67,36,31,1, 0, 0
67,37,32,1, 0, 0
67,38,33,1, 0, 0
66,37,33,1, 0, 0
67,38,34,1, 0, 0
68,39,35,1, 0, 0
68,39,34,1, 0, 0
69,39,34,1, 0, 0
69,38,34,1, 0, 0
69,39,35,1, 0, 0
69,38,35,1, 0, 0
70,39,35,1, 0, 0
71,39,36,1, 0, 0
70,38,36,1, 0, 0
70,38,37,1, 0, 0
70,38,38,1, 0, 0
70,37,38,1, 0, 0
70,38,39,1, 0, 0
69,38,38,1, 0, 0
69,38,37,1, 0, 0
70,39,38,1, 0, 0
70,39,37,1, 0, 0
71,40,38,1, 0, 0
71,41,39,1, 0, 0
71,41,38,1, 0, 0
71,42,38,1, 0, 0
71,42,37,1, 0, 0
70,42,37,1, 0, 0
70,41,37,1, 0, 0
71,41,38,1, 0, 0
70,41,38,1, 0, 0
70,41,39,1, 0, 0
69,41,39,1, 0, 0
68,41,39,1, 0, 0
69,41,40,1, 0, 0
70,41,40,1, 0, 0
69,40,40,1, 0, 0
70,40,40,1, 0, 0
69,39,39,1, 0, 0
69,38,39,1, 0, 0
70,38,40,1, 0, 0
69,38,40,1, 0, 0
69,39,40,1, 0, 0
70,40,40,1, 0, 0
71,40,41,1, 0, 0
71,39,41,1, 0, 0
71,39,42,1, 0, 0
70,38,41,1, 0, 0
69,37,40,1, 0, 0
70,37,41,1, 0, 0
69,36,40,1, 0, 0
70,36,41,1, 0, 0
71,36,41,1, 0, 0
71,37,41,1, 0, 0
72,38,41,1, 0, 0
72,39,42,1, 0, 0
73,40,42,1, 0, 0
73,39,42,1, 0, 0
73,38,42,1, 0, 0
72,38,41,1, 0, 0
